  LShift,    0,  991
       A,  407,   61
       P,  574,   66
       O,  209,   62
       L,  217,   68
       L,  330,   55
       O,  201,   59
   Space,  201,  264
       1,  627,   75
       1,  283,   82
   Space,  283,  366
       W,  795,   63
       A,  235,   57
       S,  207,   56
   Space,  207,  506
       T,  929,   59
       H,  236,   64
       E,  363,   91
   Space,  363,  784
       S,  369,   44
       P,  409,   54
       A,  283,   67
       C,  459,   85
       E,  311,   65
       F,  927,   80
       L,  579,   62
       I,  235,   69
       G,  420,   69
       H,  335,  114
       T,   83,   84
   Space,   83,  244
       T,  946,   62
       H,  245,   50
       A,  870,   49
       T,  851,   68
   Space,  851,   50
       L,  804,   66
       A,  510,   72
       N,  982,   59
       D,  391,   80
       E,  217,   93
       D,  356,   77
   Space,  356,    6
       T,  530,   64
       H,  252,   69
       E,  443,   67
   Space,  443,  162
       F,  529,   62
       I,  678,   64
       R,  448,   54
       S,  335,   57
       T,  122,   90
   Space,  122,  857
       T,  334,   54
       W,  379,   59
       O,  831,   82
   Space,  831,  999
       P,  728,   69
       E,  677,   86
       O,  418,   66
       P,  298,   54
       L,  264,   46
       E,  260,  107
   Space,  260,  836
       O,  683,   56
       N,  350,   59
   Space,  350,  599
       T,  615,   64
       H,  342,   78
       E,  527,  132
   Space,  527,   82
       M,  896,   61
  LShift,  287,  576
       O,  569,   56
       O,  272,   54
       N,  409,   79
   Space,  409,  885
  LShift,  286,  281
       A,  771,   76
       R,  698,   54
       M,  961,  111
       S,   36,   86
       T,  411,   73
       R,  218,   65
       O,  309,   64
       N,  612,   68
       G,  906,   72
   Space,  906,  939
       B,  126,   57
       E,  513,   96
       C,  433,   75
       A,  560,   49
       M,  903,   83
       E,  394,   73
   Space,  394,  601
       T,  296,   72
       H,  241,   62
       E,  361,  113
   Space,  361,  707
       F,  588,   72
       I,  662,   72
       R,  394,   70
       S,  326,   70
       T,  259,   72
   Space,  259,  176
       P,   24,   76
       E,  381,   89
       R,    6,   95
       S,  490,   51
       O,  538,   63
       N,  239,  112
   Space,  239,  501
       T,  987,   79
       O,  588,   52
   Space,  588,  643
       S,  931,   91
       T,  249,   67
       E,  293,   82
       P,  433,  107
   Space,  433,  122
       O,  610,   75
       N,  543,   82
       T,  402,   82
       O,  304,   89
   Space,  304,  728
       T,  136,   80
       H,  269,   69
       E,  402,  122
   Space,  402,  743
       L,  553,   87
       U,  377,   75
       N,  414,   75
       A,  370,   73
       R,  460,   84
   Space,  460,   70
       S,  463,  117
       U,  433,   73
       R,  597,   90
       F,  440,   68
       A,  383,   72
       C,  773,  126
       E,  365,  104
   Space,  365,  204
       S,   39,  108
       I,  391,   72
       X,  501,  129
   Space,  501,  917
       H,  176,   76
       O,  681,  106
       U,   67,   78
       R,  106,  114
       S,  513,  112
   Space,  513,  812
       A,  477,  100
       F,  776,  102
       T,  355,   96
       E,   45,  124
       R,  828,   98
   Space,  828,  160
       L,  967,   77
       A,  408,  111
       N,  455,  117
       D,  875,  119
       I,  538,   72
       N,  560,   62
       G,  451,   72
   Space,  451,  855
       O,  519,   67
       N,  350,   62
   Space,  350,  943
  LShift,  414,  104
       J,  451,   70
       U,  153,   67
       L,  561,   67
       Y,  397,   73
   Space,  397,  894
       2,  440,   94
       1,  379,   82
   Space,  379,  145
  LShift,  859,  328
       A,  139,   85
       L,  278,  108
       D,   73,  118
       R,  259,   77
       I,  650,   49
       N,  398,  103
   Space,  398,   97
       J,   83,   96
       O,  109,  114
       I,  722,   66
       N,  831,   81
       E,  439,  129
       D,  957,  127
   Space,  957,  184
       H,  559,   71
       I,  267,  101
       M,  502,  100
   Space,  502,  622
       2,  411,  111
       0,  667,   85
   Space,  667,  133
       M,  737,   64
       I,  331,   72
       N,  373,   60
       U,  428,   62
       T,  570,   81
       E,  718,  149
       S,  683,   72
   Space,  683,  700
       L,  500,   93
       A,  391,  132
       T,  466,   81
       E,  277,   79
       R,  280,   77
