  LShift,    0,  687
       A,    0,  576
       P,  315,   54
       O,  220,   49
       L,  323,   43
       L,  166,   58
       O,  210,   59
   Space,  210,  931
       1,  214,   62
       1,  197,   72
   Space,  197,  279
       W,  489,   75
       A,  218,  116
       S,  252,  101
   Space,  252,  851
       T,  705,   56
       H,  585,   85
       E,  145,   88
   Space,  145,  304
       S,  798,   89
       P,  498,   75
       A,  190,  113
       C,  272,   67
       E,  179,   98
       F,  284,   68
       L,  506,   72
       I,  915,   62
       G,  350,   61
       H,  200,   69
       T,  227,   71
   Space,  227,  897
       T,  132,   60
       H,  352,   63
       A,  194,   85
       T,  521,   78
   Space,  521,  644
       L,  134,   72
       A,  244,   85
       N,  177,   62
       D,  374,   59
       E,  196,   62
       D,  208,   69
   Space,  208,  452
       T,  707,   67
       H,  783,   78
       E,  136,  101
   Space,  136,  631
       F,  943,   85
       I,  404,   82
       R,  352,   72
       S,  196,   72
       T,  255,   72
   Space,  255,  841
       T,  176,   71
       W,  247,  106
       O,  368,   69
   Space,  368,  745
       P,   38,   79
       E,  331,  112
       O,  283,   62
       P,  222,   65
       L,  208,   83
       E,  251,   75
   Space,  251,  972
       O,  241,   62
       N,  290,   72
   Space,  290,  286
       T,  508,   66
       H,  216,   90
       E,  172,  103
   Space,  172,  306
  LShift,  534,  473
       M,  918,   65
       O,  322,   62
       O,  160,   52
       N,  411,   62
   Space,  411,  172
  LShift,  732,  466
       A,  878,   63
       R,  559,   54
       M,  550,   80
       S,  257,   87
       T,  232,   52
       R,  169,   62
       O,  381,   57
       N,  271,   76
       G,  299,   59
   Space,  299,  447
       B,    9,   67
       E,  314,   77
       C,  281,   97
       A,  563,   72
       M,  651,   63
       E,  136,   98
   Space,  136,   53
       T,  369,   68
       H,  687,   72
       E,  173,   83
   Space,  173,  639
       F,  950,   72
       I,  242,   67
       R,  179,   68
       S,  613,   75
       T,  238,   72
   Space,  238,  672
       P,  958,   68
       E,  542,   59
       R,  367,   55
       S,  537,   68
       O,  197,   62
       N,  510,   72
   Space,  510,  431
       T,  823,   80
       O,  210,   74
   Space,  210,  408
       S,  663,  129
       T,  189,   62
       E,  223,   65
       P,  329,   62
   Space,  329,  739
       O,  118,   67
       N,  289,   74
       T,  299,  126
       O,  272,   72
   Space,  272,  780
       T,   77,   59
       H,  261,   83
       E,  207,   85
   Space,  207,  594
       L,  851,   72
       U,  285,   67
       N,  274,   78
       A,  295,   88
       R,  371,   70
   Space,  371,  833
       S,  134,   82
       U,  470,   66
       R,  343,   62
       F,  202,   62
       A,  166,  129
       C,  181,   70
       E,  187,  103
   Space,  187,  809
       S,  278,   76
       I,  294,   77
       X,  827,   64
   Space,  827,  816
       H,  512,   60
       O,  936,   60
       U,  265,   66
       R,  619,   67
       S,  451,  113
   Space,  451,  778
       A,  201,  108
       F,  398,   63
       T,  252,   67
       E,  170,  109
       R,  166,   72
   Space,  166,  874
       L,  567,   93
       A,  228,   83
       N,  265,   67
       D,  249,   80
       I,  253,   53
       N,  259,   78
       D,  528,   71
   Space,  528,  558
       O,  859,   62
       N,  348,   48
   Space,  348,  277
  LShift,  840,  337
       J,  595,   67
       U,  200,   54
       L,  847,   68
       Y,  404,   83
   Space,  404,  926
       2,  235,   93
       1,  231,   93
   Space,  231,  350
  LShift,  811,  434
       A,  994,   54
       L,  446,   78
       D,  285,   87
       R,  246,   72
       I,  227,   60
       N,  319,   67
   Space,  319,  415
       J,  984,   67
       O,  490,   62
       I,  223,   67
       N,  264,   72
       E,  368,  121
       D,  277,   78
   Space,  277,  540
       H,  130,   56
       I,  448,   60
       M,  383,   64
   Space,  383,  290
       2,  832,   94
       0,  350,   62
   Space,  350,  612
       M,   18,   64
       I,  285,   57
       N,  267,   70
       U,  197,   72
       T,  318,   72
       E,  138,  110
       S,  230,  121
   Space,  230,  332
       L,  127,   79
       A,  172,  131
       T,  308,   59
       E,  116,   85
       R,  152,   60
