  RShift,    0,  780
       A,    0,  771
       P,  845,   63
       O,  222,   57
       L,  380,   59
       L,  155,   59
       O,  223,   73
   Space,  223,  528
       1,  599,   86
       1,  216,   72
   Space,  216,  183
       W,  500,   68
       A,  223,  140
       S,  293,   96
   Space,  293,  706
       T,   25,   61
       H,  456,   69
       E,  300,   69
   Space,  300,  847
       S,  706,   67
       P,  176,   72
       A,  534,   73
       C,  330,   74
       E,  108,   70
       F,  805,   62
       L,  348,   67
       I,  248,   62
       G,  810,   59
       H,  334,   55
       T,  446,   41
   Space,  446,  405
       T,  964,   63
       H,  764,   60
       A,  199,   62
       T,  287,   68
   Space,  287,   16
       L,  476,   59
       A,  263,   84
       N,  624,   69
       D,  230,   70
       E,  218,   72
       D,  342,   81
   Space,  342,  686
       T,  676,   62
       H,  628,   57
       E,  363,   67
   Space,  363,  576
       F,  960,   77
       I,  326,   67
       R,  416,   72
       S,  628,   73
       T,  762,   79
   Space,  762,  987
       T,  630,   51
       W,  403,   53
       O,  316,   69
   Space,  316,   46
       P,  685,   62
       E,  772,   65
       O,  273,   69
       P,  443,   36
       L,  384,   68
       E,  475,   57
   Space,  475,  653
       O,  255,   62
       N,  416,   54
   Space,  416,  292
       T,  674,   58
       H,  758,   62
       E,  291,   57
   Space,  291,  623
       M,  368,   75
  RShift,  273,  391
       O,  532,   69
       O,  200,   80
       N,  215,   65
   Space,  215,  423
       A,  488,   83
  RShift,  279,  549
       R,  226,   89
       M,  164,   67
       S,  285,   72
       T,  415,   64
       R,  422,   72
       O,  695,   67
       N,  825,   62
       G,  602,   57
   Space,  602,  590
       B,  508,   72
       E,  271,   94
       C,  820,   64
       A,  244,   72
       M,  583,   72
       E,  531,   97
   Space,  531,  415
       T,  338,   92
       H,  573,   86
       E,  312,   69
   Space,  312,  916
       F,  385,   75
       I,  335,   69
       R,  384,   85
       S,  747,   80
       T,  233,   57
   Space,  233,  766
       P,  616,   57
       E,  319,   69
       R,  308,   53
       S,  548,   77
       O,  215,   62
       N,  596,   72
   Space,  596,  142
       T,  494,   72
       O,  238,   64
   Space,  238,  447
       S,  885,   72
       T,  181,   66
       E,  243,   68
       P,  855,  104
   Space,  855,  768
       O,  924,   77
       N,  365,   88
       T,  417,   81
       O,  525,   90
   Space,  525,  672
       T,  240,   85
       H,  282,   80
       E,    4,   72
   Space,    4,  955
       L,  623,   91
       U,  366,   67
       N,  332,   87
       A,  262,   80
       R,  791,   82
   Space,  791,  559
       S,  466,   72
       U,  314,  100
       R,   63,   77
       F,  644,   72
       A,  290,   65
       C,  445,   74
       E,  269,   64
   Space,  269,  768
       S,  398,   85
       I,  202,   91
       X,  620,   70
   Space,  620,  851
       H,  485,   76
       O,  371,   75
       U,  633,   72
       R,  462,   48
       S,  638,   86
   Space,  638,  262
       A,  464,   92
       F,  188,   55
       T,  277,   72
       E,  234,   72
       R,  394,   74
   Space,  394,  719
       L,  275,   72
       A,  283,   76
       N,  251,   93
       D,  457,   61
       I,  296,   87
       N,  764,   86
       G,  248,   93
   Space,  248,  537
       O,  945,   67
       N,  487,   77
   Space,  487,  825
  RShift,  623,  228
       J,  923,   80
       U,  480,   67
       L,  446,   72
       Y,  241,   72
   Space,  241,  576
       2,  332,   76
       1,  443,   87
   Space,  443,  613
       A,  807,  114
  RShift,  540,  586
       L,  180,   80
       D,  311,   49
       R,  928,  120
       I,  387,   80
       N,  692,  107
   Space,  692,  656
       J,  526,   62
       O,  426,   53
       I,   80,   72
       N,  759,  101
       E,  236,   72
       D,  868,   77
   Space,  868,  710
       H,  683,   73
       I,  176,   67
       M,  485,   96
   Space,  485,  573
       2,   96,   82
       0,  277,   88
   Space,  277,  734
       M,  327,   72
       I,  374,   59
       N,  337,   61
       U,  575,   59
       T,  503,   78
       E,  333,   36
       S,  534,  121
   Space,  534,  885
       L,  249,   64
       A,  302,   63
       T,  350,   72
       E,  325,   90
       R,  766,   99
