  LShift,    0,  597
       A,    0,  612
       P,  752,   72
       O,  175,   66
       L,  216,   63
       L,  146,   62
       O,  384,   57
   Space,  384,  438
       1,  631,   73
       1,  160,   59
   Space,  160,  340
       W,  491,   65
       A,  477,   90
       S,  145,   78
   Space,  145,  536
       T,  747,   66
       H,  200,   74
       E,   88,   72
   Space,   88,  233
       S,  614,   90
       P,  254,   62
       A,  218,   82
       C,  243,   66
       E,  181,   51
       F,  275,   57
       L,  560,   90
       I,  238,   59
       G,  267,   62
       H,  150,   75
       T,  219,   52
   Space,  219,  550
       T,  758,   54
       H,  184,   75
       A,  115,   89
       T,  103,   68
   Space,  103,  218
       L,  649,   73
       A,  228,   94
       N,  228,  158
       D,  512,   75
       E,  189,   55
       D,  205,   52
   Space,  205,  839
       T,  107,   65
       H,  196,   87
       E,  104,   86
   Space,  104,  170
       F,  308,   75
       I,  158,   56
       R,  111,   64
       S,  341,   72
       T,  122,   68
   Space,  122,  254
       T,  383,   47
       W,  820,   61
       O,   95,   62
   Space,   95,  293
       P,  497,   59
       E,  207,   70
       O,  100,   62
       P,  153,   57
       L,  174,   62
       E,  474,   70
   Space,  474,  412
       O,  706,   62
       N,  212,   64
   Space,  212,  249
       T,  395,   63
       H,  188,   85
       E,  125,   64
   Space,  125,  178
  LShift,  291,  252
       M,  718,   69
       O,  214,   53
       O,  148,   62
       N,  701,   90
   Space,  701,  339
  LShift,  716,  305
       A,  678,   86
       R,  267,   51
       M,  442,   72
       S,  249,   56
       T,  233,   72
       R,  192,   51
       O,  438,   64
       N,  284,   59
       G,  576,   57
   Space,  576,  519
       B,  643,   66
       E,  202,   69
       C,  241,   51
       A,  264,  113
       M,  254,   64
       E,  218,   82
   Space,  218,  638
       T,  990,   55
       H,  197,   65
       E,  103,   83
   Space,  103,  182
       F,  975,   58
       I,  468,   54
       R,  361,   63
       S,  386,   54
       T,   96,   59
   Space,   96,  522
       P,  838,   52
       E,  172,   80
       R,  181,   63
       S,  238,   77
       O,   85,   55
       N,  254,   67
   Space,  254,  439
       T,  654,   49
       O,  357,   62
   Space,  357,  268
       S,  342,   76
       T,  101,   47
       E,  283,   69
       P,  210,   59
   Space,  210,  723
       O,  146,   63
       N,  197,   62
       T,  572,   67
       O,  130,   73
   Space,  130,  388
       T,  578,   55
       H,  197,   80
       E,  127,   62
   Space,  127,  175
       L,  523,   65
       U,  273,   64
       N,  264,   64
       A,  519,   70
       R,  101,   56
   Space,  101,  781
       S,   97,   80
       U,  125,   59
       R,  265,   53
       F,  170,   72
       A,  111,  107
       C,  112,   49
       E,  503,   69
   Space,  503,  241
       S,  532,   81
       I,  152,   55
       X,  304,   77
   Space,  304,  225
       H,  363,   59
       O,  328,   60
       U,  236,   55
       R,  291,   51
       S,  144,   63
   Space,  144,  240
       A,  528,   93
       F,  177,   61
       T,  181,   59
       E,  121,   62
       R,   86,   57
   Space,   86,  234
       L,  680,   62
       A,  171,   87
       N,  124,   63
       D,  275,   75
       I,  164,   53
       N,  225,   57
       G,  449,   69
   Space,  449,  313
       O,  700,   57
       N,  215,   72
   Space,  215,  434
  LShift,   98,  305
       J,  818,   64
       U,  271,   48
       L,  270,   54
       Y,  561,   61
   Space,  561,  572
       2,    6,   52
       1,  210,   55
   Space,  210,  433
  LShift,  148,  311
       A,  823,   94
       L,  405,   57
       D,  236,   70
       R,  221,   77
       I,  159,   48
       N,  627,  103
   Space,  627,  296
       J,  651,   68
       O,  282,   69
       I,  207,   49
       N,  179,   57
       E,  322,   56
       D,  212,   54
   Space,  212,  487
       H,  789,   62
       I,  332,   75
       M,  185,   74
   Space,  185,  257
       2,  516,   87
       0,  189,   57
   Space,  189,  492
       M,  848,  103
       I,  176,   67
       N,  148,   90
       U,  159,   59
       T,  232,   62
       E,  220,   56
       S,  222,   72
   Space,  222,  200
       L,  558,   57
       A,  135,  103
       T,  217,   62
       E,  185,   59
       R,  334,   33
