  LShift,    0,  787
       A,    0,  367
       P,   94,  132
       O,  165,  111
       L,  104,  124
       L,  600,  112
       O,  834,  107
   Space,  834,  246
       1,  222,  117
       1,  646,  150
   Space,  646,  363
       W,  149,  135
       A,  980,   99
       S,    6,  116
   Space,    6,  926
       T,  930,   85
       H,  706,  103
       E,  693,  106
   Space,  693,  408
       S,  441,  113
       P,  458,   80
       A,  773,  115
       C,  882,  120
       E,  760,  132
       F,   14,  103
       L,   38,   88
       I,  923,   85
       G,  697,  117
       H,  547,  115
       T,  602,  103
   Space,  602,  240
       T,  639,  116
       H,  143,  132
       A,  346,  113
       T,  339,  103
   Space,  339,  643
       L,  883,  104
       A,  496,  130
       N,  581,  113
       D,  407,  141
       E,  349,  117
       D,  451,  109
   Space,  451,  184
       T,  990,  101
       H,  584,  103
       E,  721,  124
   Space,  721,  498
       F,  622,  141
       I,  449,   67
       R,  927,  130
       S,  646,  122
       T,  630,  128
   Space,  630,  127
       T,  381,   99
       W,  729,  122
       O,  527,   93
   Space,  527,  495
       P,  261,   94
       E,  903,  117
       O,  363,   94
       P,  603,   75
       L,  726,  115
       E,  619,  121
   Space,  619,  513
       O,  551,  103
       N,  452,  103
   Space,  452,  417
       T,  624,  109
       H,  745,   95
       E,  703,  118
   Space,  703,  606
  LShift,  683,  137
       M,  500,  108
       O,  458,   75
       O,  461,   98
       N,  539,  113
   Space,  539,  737
  LShift,  341,  140
       A,  844,  136
       R,  604,  125
       M,   81,   94
       S,  629,  132
       T,  554,  119
       R,  448,  129
       O,   79,  111
       N,  477,  104
       G,  399,   95
   Space,  399,   60
       B,  118,   93
       E,  438,  129
       C,  719,  103
       A,  526,  125
       M,   69,   82
       E,  835,  131
   Space,  835,  895
       T,  164,   99
       H,  623,   82
       E,  873,  135
   Space,  873,  848
       F,   45,  116
       I,  965,   95
       R,  686,  132
       S,    9,  111
       T,  391,  112
   Space,  391,  672
       P,   10,  115
       E,  373,  125
       R,  355,  104
       S,  466,  112
       O,  345,  103
       N,  347,   93
   Space,  347,  399
       T,  955,  108
       O,  346,  114
   Space,  346,  758
       S,  660,  135
       T,  473,  108
       E,  477,  104
       P,  371,  111
   Space,  371,  573
       O,  517,  124
       N,  775,   91
       T,  328,  106
       O,  647,  111
   Space,  647,  729
       T,  741,  123
       H,  312,  103
       E,  346,  124
   Space,  346,  461
       L,   44,  108
       U,  546,  121
       N,  472,   82
       A,  365,  113
       R,  382,  122
   Space,  382,  657
       S,  568,  119
       U,  708,  108
       R,  321,  116
       F,  564,   93
       A,  504,  117
       C,  333,  116
       E,  352,  130
   Space,  352,  937
       S,  671,  135
       I,  332,   93
       X,  363,  126
   Space,  363,  456
       H,  826,   83
       O,  436,  109
       U,  355,   90
       R,  319,   92
       S,  410,  121
   Space,  410,  660
       A,  334,  113
       F,  456,  116
       T,  394,  117
       E,  354,  125
       R,  320,  109
   Space,  320,  592
       L,  858,   91
       A,  475,  106
       N,  407,   99
       D,  433,  126
       I,   11,  131
       N,  787,  126
       G,  590,  128
   Space,  590,  504
       O,  615,  127
       N,  381,  113
   Space,  381,  307
  LShift,  864,   72
       J,  388,   93
       U,  602,  127
       L,  212,   99
       Y,  493,  100
   Space,  493,  726
       2,  385,  124
       1,  573,  135
   Space,  573,   82
  LShift,  663,   96
       A,  712,   80
       L,   63,  105
       D,  193,  145
       R,  213,  110
       I,  417,  105
       N,  609,  129
   Space,  609,  581
       J,  622,  103
       O,  499,   99
       I,    7,  135
       N,  433,  117
       E,  337,  127
       D,  565,  103
   Space,  565,  942
       H,  295,  118
       I,  638,  108
       M,  347,  121
   Space,  347,  564
       2,  298,  114
       0,  396,   93
   Space,  396,  775
       M,  323,  106
       I,  749,  103
       N,  824,  141
       U,  465,   93
       T,  322,  111
       E,  387,  118
       S,  543,  114
   Space,  543,  747
       L,  856,   72
       A,  512,   91
       T,  792,  111
       E,  363,   90
       R,  246,  109
