  LShift,    0,  417
       A,    0,  367
       P,  418,   69
       O,  235,   47
       L,  285,   48
       L,  165,   65
       O,  679,   62
   Space,  679,  587
       1,  158,   72
       1,  176,   68
   Space,  176,  591
       W,  910,   63
       A,  176,   65
       S,  194,   62
   Space,  194,  643
       T,  233,   64
       H,  248,   61
       E,  238,   62
   Space,  238,   29
       S,  701,   55
       P,  273,   56
       A,  225,   60
       C,  517,   65
       E,  809,   78
       F,  988,   54
       L,  317,   70
       I,  452,   68
       G,  874,   57
       H,  669,   51
       T,  293,   64
   Space,  293,  889
       T,  331,   49
       H,  376,   49
       A,  313,   52
       T,  379,   94
   Space,  379,  864
       L,  229,   62
       A,  238,   49
       N,  413,   57
       D,  188,   59
       E,  173,   49
       D,  215,   68
   Space,  215,  795
       T,  151,   63
       H,    4,   67
       E,  753,   50
   Space,  753,  376
       F,  379,   52
       I,  270,   52
       R,  208,   51
       S,  570,   67
       T,  285,   57
   Space,  285,   55
       T,  540,   51
       W,  234,   46
       O,  389,   62
   Space,  389,  337
       P,  980,   66
       E,  814,   60
       O,  304,   56
       P,  166,   45
       L,  197,   58
       E,  449,   49
   Space,  449,   14
       O,  343,   70
       N,  309,   59
   Space,  309,  449
       T,  255,   52
       H,  247,   52
       E,  211,   56
   Space,  211,  970
  LShift,  409,   64
       M,  401,   58
       O,  651,   59
       O,  185,   37
       N,  129,   63
   Space,  129,  490
  LShift,   81,   51
       A,  744,   61
       R,   14,   61
       M,  420,   62
       S,  835,   64
       T,  362,   47
       R,  185,   74
       O,  957,   51
       N,  321,   53
       G,  506,   63
   Space,  506,   11
       B,  412,   64
       E,  277,   46
       C,  293,   49
       A,  211,   59
       M,  371,   62
       E,  262,   54
   Space,  262,  119
       T,  916,   64
       H,  484,   56
       E,  287,   55
   Space,  287,  997
       F,  354,   45
       I,  313,   58
       R,  269,   48
       S,  977,   42
       T,  279,   64
   Space,  279,   25
       P,  243,   67
       E,  386,   53
       R,  184,   49
       S,  233,   53
       O,  270,   57
       N,  430,   49
   Space,  430,  831
       T,  159,   68
       O,  216,   67
   Space,  216,  285
       S,  595,   64
       T,  280,   47
       E,  200,   54
       P,   54,   49
   Space,   54,  812
       O,  482,   48
       N,  256,   60
       T,  326,   67
       O,  276,   67
   Space,  276,  669
       T,   33,   51
       H,  948,   59
       E,  231,   55
   Space,  231,  191
       L,  615,   68
       U,  275,   59
       N,  243,   54
       A,  182,   59
       R,  373,   65
   Space,  373,  396
       S,  885,   48
       U,  341,   51
       R,  374,   61
       F,  882,   55
       A,  249,   55
       C,  270,   65
       E,  464,   62
   Space,  464,  612
       S,  791,   47
       I,  319,   62
       X,  352,   28
   Space,  352,  641
       H,  340,   72
       O,  295,   60
       U,  874,   49
       R,  589,   73
       S,  823,   62
   Space,  823,  351
       A,  233,   64
       F,  493,   56
       T,  344,   49
       E,  219,   62
       R,  192,   46
   Space,  192,  470
       L,  781,   55
       A,  228,   51
       N,  647,   59
       D,  381,   51
       I,  940,   62
       N,  807,   59
       G,  619,   51
   Space,  619,  696
       O,  841,   60
       N,  265,   66
   Space,  265,  316
  LShift,  236,   61
       J,  116,   64
       U,  934,   57
       L,  324,   59
       Y,  474,   57
   Space,  474,  820
       2,  121,   35
       1,  154,   53
   Space,  154,  559
  LShift,  636,   36
       A,  973,   56
       L,  756,   65
       D,  300,   62
       R,  213,   56
       I,  384,   49
       N,  576,   62
   Space,  576,  534
       J,  972,   72
       O,  360,   57
       I,  259,   68
       N,  957,   55
       E,  449,   67
       D,  778,   59
   Space,  778,  534
       H,  108,   70
       I,  259,   59
       M,  358,   72
   Space,  358,  668
       2,   42,   52
       0,  535,   62
   Space,  535,  918
       M,  125,   67
       I,  199,   70
       N,  324,   57
       U,  854,   75
       T,  807,   59
       E,  214,   59
       S,  228,   62
   Space,  228,  875
       L,  285,   62
       A,  321,   59
       T,  504,   59
       E,  892,   62
       R,  200,   59
