  LShift,    0,  754
       A,  673,  100
       P,  165,   55
       O,  149,   63
       L,  165,   65
       L,  134,   62
       O,  162,   64
   Space,  138,   31
       1,  138,   75
       1,  154,  109
   Space,  154,  208
       W,  226,  101
       A,  114,  126
       S,  114,  206
   Space,  114,  286
       T,  301,   94
       H,  124,   86
       E,  100,   86
   Space,  100,  144
       S,  242,  110
       P,  242,  164
       A,  178,  101
       C,  178,  190
       E,  191,   69
       F,   89,  126
       L,   89,  175
       I,  259,   66
       G,  259,  115
       H,  205,   70
       T,  177,   73
   Space,  177,  204
       T,  219,   80
       H,   99,   85
       A,  154,   56
       T,  154,  110
   Space,  154,  230
       L,  255,   90
       A,  106,   85
       N,   98,   81
       D,   96,   89
       E,   96,  138
       D,  199,   85
   Space,  199,  176
       T,  210,   90
       H,  105,   85
       E,  105,  151
   Space,  105,  205
       F,  234,   66
       I,   80,   96
       R,   80,  155
       S,  190,  136
       T,  190,  185
   Space,  190,  291
       T,  305,   86
       W,  305,  161
       O,  179,   86
   Space,  179,  185
       P,  246,   75
       E,   91,   80
       O,   93,   64
       P,  175,   75
       L,   90,   90
       E,  130,   86
   Space,  110,   65
       O,  110,   85
       N,  109,  100
   Space,  200,   23
       T,   85,   21
       H,   85,   81
       E,   94,   91
   Space,   94,  146
  LShift,  100,  131
       M,  255,   80
       O,  187,   74
       O,  173,   75
       N,  156,   89
   Space,  156,  234
  LShift,  851,  180
       A,  344,   72
       R,  161,  100
       M,  115,  100
       S,  114,   91
       T,  150,   32
       R,   90,   21
       O,   90,   66
       N,   80,   91
       G,  100,  120
   Space,  100,  217
       B,  606,   61
       E,  134,   77
       C,  140,  101
       A,  140,  160
       M,  200,   90
       E,  200,  177
   Space,  200,  225
       T,  305,   86
       H,  101,   70
       E,   85,   97
   Space,   85,  146
       F,  174,   76
       I,   90,   66
       R,   82,   74
       S,   93,  116
       T,   93,  186
   Space,   93,  246
       P,  260,   81
       E,   96,   86
       R,   96,  125
       S,  175,  122
       O,  175,  176
       N,  215,   99
   Space,  215,  190
       T,  205,   90
       O,  205,  146
   Space,  194,   22
       S,   95,   22
       T,   95,   46
       E,  104,   21
       P,  104,   75
   Space,  104,  170
       O,  205,   90
       N,  205,  167
       T,  181,   75
       O,   89,   65
   Space,   89,  115
       T,  160,   95
       H,  109,   91
       E,  109,  183
   Space,  109,  226
       L,  246,   64
       U,  164,   76
       N,   90,   65
       A,   80,  106
       R,   80,  166
   Space,   80,  225
       S,  291,  115
       U,  291,  144
       R,  195,   99
       F,  180,  106
       A,  180,  177
       C,  230,  121
       E,  230,  196
   Space,  230,  250
       S,  657,   78
       I,   93,   60
       X,  255,  111
   Space,  255,  142
       H,  271,   95
       O,  271,  124
       U,  225,   91
       R,  169,   21
       S,  169,  115
   Space,  169,  211
       A,  280,  100
       F,  150,   65
       T,  165,   91
       E,  165,   36
       R,  165,   91
   Space,  165,  156
       L,  170,   55
       A,   69,   77
       N,   92,   86
       D,   98,   60
       I,   88,  108
       N,   88,  178
       G,  207,  100
   Space,  207,  195
       O,  425,   81
       N,   95,   75
   Space,   95,  161
  LShift,  407,  150
       J,  216,   56
       U,  134,   80
       L,  195,   65
       Y,   79,   61
   Space,   79,  147
       2,  255,  161
       1,  255,  203
   Space,  255,  256
  LShift,  116,  161
       A,  456,  100
       L,  185,  125
       D,  185,  154
       R,  234,   82
       I,   95,   85
       N,   95,  140
   Space,   95,  250
       J,  450,   81
       O,  155,   65
       I,  165,   80
       N,   94,   35
       E,   94,   56
       D,  119,  101
   Space,  119,  175
       H,  315,  102
       I,  139,   37
       M,  139,  111
   Space,  139,  260
       2,  246,  121
       0,  246,  145
   Space,  246,  261
       M,  275,   81
       I,   94,   61
       N,  100,   86
       U,  100,  156
       T,  170,   81
       E,  170,  120
       S,  200,  106
   Space,  200,  155
       L,  205,   85
       A,  180,   90
       T,  165,   81
       E,   95,   91
       R,   95,  150
