  LShift,    0,  473
       A,    0,  428
       P,  254,   43
       O,  300,   53
       L,  342,   43
       L,  139,   57
       O,  202,   62
   Space,  202,  257
       1,  540,   49
       1,  186,   57
   Space,  186,  267
       W,  837,   61
       A,  217,   51
       S,  228,   75
   Space,  228,  734
       T,   19,   59
       H,  575,   72
       E,  124,   94
   Space,  124,  354
       S,  984,   56
       P,  994,   64
       A,  207,   85
       C,  344,   71
       E,  178,   80
       F,  430,   59
       L,  718,   82
       I,  299,   50
       G,  343,   60
       H,  199,   59
       T,  216,   80
   Space,  216,  170
       T,  381,   59
       H,  505,   80
       A,  140,  181
       T,  140,  215
   Space,  140,  959
       L,  777,   73
       A,  239,   72
       N,  240,   72
       D,  363,   79
       E,  212,   65
       D,  202,  100
   Space,  202,  700
       T,   74,   53
       H,  321,   95
       E,  178,   82
   Space,  178,  319
       F,    6,   51
       I,  373,   82
       R,  279,   82
       S,  466,   72
       T,  366,   82
   Space,  366,  618
       T,  961,   74
       W,  230,   72
       O,  907,   72
   Space,  907,  788
       P,  483,   67
       E,  316,   88
       O,  342,   59
       P,  300,   52
       L,  213,   74
       E,  381,  129
   Space,  381,  165
       O,  449,   69
       N,  306,   63
   Space,  306,  269
       T,  549,   72
       H,  243,  103
       E,  257,  166
   Space,  257,  360
  LShift,  306,  373
       M,  905,   59
       O,  422,   54
       O,  166,   60
       N,  588,   67
   Space,  588,  323
  LShift,   72,  334
       A,  808,   64
       R,  445,   53
       M,  602,   95
       S,  261,   72
       T,  215,   54
       R,  177,   65
       O,  654,   64
       N,  313,   78
       G,  887,   64
   Space,  887,  489
       B,  799,   87
       E,  404,  108
       C,  336,   62
       A,  202,  129
       M,  627,   72
       E,  138,   88
   Space,  138,  352
       T,  832,   53
       H,  477,   75
       E,  140,   88
   Space,  140,  352
       F,   44,  101
       I,  310,   60
       R,  299,   59
       S,  426,  122
       T,  236,   74
   Space,  624,  584
       P,   15,   64
       E,  421,   99
       R,  246,   62
       S,  373,   60
       O,  321,   60
       N,  113,   73
   Space,  113,  370
       T,  649,   65
       O,  543,   62
   Space,  543,  370
       S,  490,  137
       T,  274,   71
       E,  185,   62
       P,  498,   70
   Space,  498,  838
       O,  286,   62
       N,  254,   76
       T,  323,   88
       O,  426,   83
   Space,  426,  726
       T,  390,   72
       H,  518,   61
       E,  155,   80
   Space,  155,  189
       L,   14,   75
       U,  324,   70
       N,  347,   80
       A,  167,   88
       R,  308,   85
   Space,  308,   21
       S,  599,   77
       U,  313,   51
       R,  331,   60
       F,  187,   82
       A,  157,   62
       C,  150,   64
       E,  246,  111
   Space,  246,  926
       S,  154,   84
       I,  386,   70
       X,  459,   69
   Space,  459,  804
       H,  605,   70
       O,  701,   72
       U,  271,   65
       R,  884,   72
       S,  267,   85
   Space,  267,  434
       A,  594,   69
       F,  453,   61
       T,  215,   65
       E,  176,   76
       R,  134,   67
   Space,  134,  798
       L,  297,   71
       A,  226,   72
       N,  211,   62
       D,  329,  109
       I,  424,   62
       N,  289,   74
       G,  589,   70
   Space,  589,  735
       O,  420,   55
       N,  465,   61
   Space,  465,  253
  LShift,  203,  473
       J,  665,   60
       U,  427,   62
       L,  547,   60
       Y,  347,   70
   Space,  347,  718
       2,  485,   75
       1,  261,  113
   Space,  261,  734
  LShift,  281,  474
       A,  141,   74
       L,  415,   54
       D,  383,   82
       R,  244,  107
       I,  325,   52
       N,  353,   91
   Space,  353,  622
       J,  130,   53
       O,  449,   55
       I,  205,   64
       N,  256,   88
       E,  251,   92
       D,  226,   74
   Space,  226,  943
       H,  287,   65
       I,  499,   65
       M,  278,   77
   Space,  278,  336
       2,  829,   93
       0,  471,   62
   Space,  471,  816
       M,  231,   52
       I,  298,   64
       N,  270,   75
       U,  201,   72
       T,  348,   67
       E,  108,  100
       S,  236,  117
   Space,  236,  418
       L,   16,   71
       A,  153,   78
       T,  241,   61
       E,  155,   85
       R,  204,   47
    
